source,target,weight
close bin,take pan,2
close bin,take glass,3
close bin,rinse glass,7
close bin,rinse cloth,10
put down glass,turn on tap,334
put down glass,rinse plate,40
put down glass,wash plate,60
put down glass,take pan,1
put down glass,wash pan,8
put down glass,put down pan,94
put down colander,put down glass,24
put down glass,put down saucepan,12
put down glass,put down sponge,148
put down glass,rinse glass,248
put down glass,rinse pan,15
rinse plate,turn on tap,187
turn on tap,wash plate,140
take pan,turn on tap,21
turn on tap,wash pan,81
put down pan,turn on tap,272
put down colander,turn on tap,60
put down saucepan,turn on tap,44
put down sponge,turn on tap,337
turn on tap,turn on tap,824
take glass,turn on tap,54
rinse glass,turn on tap,168
rinse pan,turn on tap,88
rinse plate,wash plate,80
rinse plate,take pan,9
rinse plate,wash pan,17
put down colander,rinse plate,7
rinse plate,take saucepan,13
put down saucepan,rinse plate,2
put down sponge,rinse plate,93
rinse plate,take glass,6
rinse glass,rinse plate,41
rinse plate,rinse plate,115
take pan,wash plate,14
wash pan,wash plate,16
put down pan,wash plate,26
take saucepan,wash plate,4
put down saucepan,wash plate,18
put down sponge,wash plate,29
take glass,wash plate,12
rinse glass,wash plate,22
rinse pan,wash plate,10
take pan,wash pan,11
put down colander,take pan,2
take pan,take saucepan,6
put down saucepan,take pan,4
put down sponge,take pan,2
take glass,take pan,9
rinse glass,take pan,1
rinse pan,take pan,6
put down pan,wash pan,52
put down sponge,wash pan,39
take glass,wash pan,8
rinse glass,wash pan,2
rinse pan,wash pan,33
put down pan,put down pan,71
put down colander,put down pan,14
put down pan,take saucepan,7
put down pan,put down saucepan,19
put down pan,take glass,5
put down pan,rinse glass,21
put down colander,put down sponge,11
put down colander,take glass,2
put down colander,rinse glass,8
put down colander,rinse pan,6
put down sponge,take saucepan,10
rinse glass,take saucepan,5
rinse pan,take saucepan,5
put down saucepan,put down sponge,17
put down saucepan,take glass,3
put down saucepan,rinse glass,3
put down sponge,take glass,3
put down sponge,rinse glass,75
put down sponge,rinse pan,75
rinse glass,take glass,8
rinse pan,take glass,3
rinse glass,rinse pan,13
put down cutting board,put down glass,30
put down cutting board,rinse spoon,5
put down cutting board,rinse cloth,6
put down cutting board,turn off tap,53
put down cutting board,wipe counter,2
rinse knife,rinse knife,47
put down glass,take sponge,4
put down glass,squeeze sponge,19
put down glass,take cloth,4
put down glass,rinse cloth,52
put down glass,turn off tap,244
put down glass,wipe counter,2
rinse spoon,squeeze sponge,8
rinse spoon,take cloth,5
rinse cloth,rinse spoon,7
rinse spoon,turn off tap,88
rinse spoon,wipe counter,7
take cloth,take sponge,12
rinse cloth,take sponge,18
take sponge,turn off tap,164
take sponge,wipe counter,35
put down sponge,squeeze sponge,66
rinse cloth,squeeze sponge,6
squeeze sponge,turn off tap,58
put down sponge,take cloth,10
rinse cloth,take cloth,24
take cloth,turn off tap,17
take cloth,wipe counter,6
put down sponge,rinse cloth,65
put down sponge,turn off tap,298
put down sponge,wipe counter,5
rinse spoon,turn on tap,105
rinse cup,turn on tap,45
put down cup,turn on tap,80
put down bottle,turn on tap,103
close bottle,turn on tap,59
close bottle,rinse spoon,3
rinse cup,turn off tap,40
close bottle,rinse cup,5
put down cup,turn off tap,76
take glass,turn off tap,46
put down bottle,turn off tap,80
close bottle,turn off tap,63
close bottle,put down cup,3
close bottle,dry hands,30
close bottle,take glass,4
close bottle,put down glass,27
open fridge,wash hands,154
open fridge,take sponge,29
open fridge,rinse sponge,64
open fridge,put down bottle,66
open fridge,put down washing up liquid,21
open fridge,wash bowl,12
open fridge,put down sponge,62
open fridge,rinse bowl,10
open fridge,wipe counter,11
open fridge,open oven,65
close oven,open fridge,53
turn on tap,wash hands,318
take cloth,turn on tap,15
turn off tap,wash hands,305
take cloth,wash hands,5
dry hands,wash hands,152
close fridge,take sponge,23
close fridge,rinse sponge,52
close fridge,turn off tap,263
close fridge,put down washing up liquid,19
close fridge,turn on tap,287
close fridge,wash bowl,11
close fridge,put down sponge,56
close fridge,wash hands,112
close fridge,rinse bowl,10
close fridge,wipe counter,8
close fridge,put down cloth,25
close fridge,open oven,37
close fridge,close oven,36
close fridge,put down plate,77
take bottle,take sponge,6
rinse sponge,take bottle,8
put down washing up liquid,take bottle,2
put down spatula,take bottle,2
take bottle,wash bowl,2
put down sponge,take bottle,3
take bottle,wash hands,9
rinse bowl,take bottle,2
put down cutting board,take bottle,3
take bottle,take cloth,12
put down cloth,take bottle,2
open oven,take bottle,2
close oven,take bottle,4
close cupboard,take bottle,13
rinse sponge,turn off tap,396
put down bottle,put down washing up liquid,13
put down bottle,wash bowl,5
put down bottle,put down sponge,20
put down bottle,wash hands,18
put down bottle,take sponge,8
put down bottle,rinse bowl,5
put down bottle,put down cutting board,6
put down bottle,take cloth,6
put down bottle,wipe counter,2
put down bottle,put down cloth,28
put down bottle,rinse sponge,38
open oven,put down bottle,7
close oven,put down bottle,8
close cupboard,put down bottle,112
put down bottle,put down plate,30
put down washing up liquid,turn on tap,86
put down spatula,put down washing up liquid,11
put down washing up liquid,wash bowl,2
put down sponge,put down washing up liquid,25
put down washing up liquid,wash hands,9
put down washing up liquid,take spatula,2
put down washing up liquid,rinse bowl,2
put down cutting board,put down washing up liquid,9
put down washing up liquid,take cloth,2
put down spatula,turn on tap,198
turn on tap,wash bowl,36
take spatula,turn on tap,27
take sponge,turn on tap,151
rinse bowl,turn on tap,138
put down cutting board,turn on tap,69
put down spatula,wash bowl,3
put down spatula,put down sponge,54
put down spatula,wash hands,50
put down spatula,rinse bowl,8
put down sponge,wash bowl,17
wash bowl,wash hands,6
take spatula,wash bowl,3
take sponge,wash bowl,19
rinse bowl,wash bowl,27
wash bowl,wash bowl,29
put down cutting board,wash bowl,4
take cloth,wash bowl,2
put down sponge,wash hands,40
put down sponge,take spatula,5
put down sponge,put down sponge,164
put down sponge,rinse bowl,35
take spatula,wash hands,5
take sponge,wash hands,23
rinse bowl,wash hands,22
put down cutting board,wash hands,6
rinse bowl,take spatula,3
rinse bowl,take sponge,17
put down cutting board,rinse bowl,4
rinse bowl,take cloth,1
open cupboard,wipe counter,32
open cupboard,rinse sponge,251
open cupboard,squeeze sponge,62
open cupboard,put down sponge,220
open cupboard,open oven,95
close oven,open cupboard,74
put down cloth,wipe counter,2
rinse sponge,wipe counter,14
open oven,wipe counter,4
close oven,wipe counter,5
close cupboard,wipe counter,22
put down plate,wipe counter,3
open drawer,wipe counter,12
put down cloth,rinse sponge,72
put down cloth,put down sponge,51
dry hands,put down cloth,246
open oven,put down cloth,13
close oven,put down cloth,11
put down sponge,rinse sponge,156
rinse sponge,take cloth,13
dry hands,rinse sponge,121
open oven,rinse sponge,13
close oven,rinse sponge,14
close cupboard,rinse sponge,181
open drawer,rinse sponge,173
open oven,squeeze sponge,11
close oven,squeeze sponge,9
close cupboard,squeeze sponge,40
dry hands,put down sponge,83
open oven,put down sponge,35
close oven,put down sponge,24
close cupboard,put down sponge,114
open drawer,put down sponge,149
open oven,take cloth,3
close oven,take cloth,3
dry hands,open oven,22
close oven,dry hands,16
close oven,open oven,117
open oven,take plate,21
close cupboard,open oven,65
open oven,put down plate,60
open drawer,open oven,81
close oven,take plate,21
close cupboard,close oven,60
close oven,put down plate,39
close oven,open drawer,59
close drawer,put down bag,46
open bin,put down bag,9
open cupboard,put down bag,59
close cupboard,put down bag,39
put down bag,take spoon,6
peel onion,put down bag,11
cut onion,put down bag,7
put down bag,take cup,1
open container,put down bag,4
put down bag,take container,1
put down bag,put down container,9
put down bag,turn on tap,40
put down bag,turn off tap,34
close lid,put down bag,1
close fridge,put down bag,51
dry hands,put down bag,23
close bin,put down bag,8
put down aubergine,put down bag,1
open bag,put down bag,25
put down bag,put down bowl,23
put down bag,take pan,4
put down bag,put down pan,10
put down bag,put down oil,4
put down bag,turn on hob,6
close container,put down bag,4
put down bag,take glass,5
put down bag,put down glass,27
pour salt,put down bag,6
put down bag,put down salt,3
put down bag,take lid,2
adjust hob,put down bag,5
put down bag,put down cup,4
put down bag,take bowl,3
put down bag,wash hands,10
open oven,put down bag,13
close oven,put down bag,12
open bottle,put down bag,5
put down bag,put down spoon,8
put down bag,take cloth,2
put down bag,take spatula,2
close bottle,put down bag,3
put down bag,put down spatula,5
put down bag,take bottle,1
put down bag,put down bottle,6
put down bag,take sponge,3
put down bag,rinse sponge,3
put down bag,put down washing up liquid,1
put down bag,wash spoon,2
put down bag,wash knife,1
put down bag,wash plate,3
put down bag,wash bowl,1
put down bag,rinse bowl,3
put down bag,rinse plate,4
put down bag,rinse knife,4
close bag,put down bag,11
put down bag,wash pan,1
put down bag,rinse pan,3
put down bag,rinse spoon,1
put down bag,rinse cup,2
put down bag,rinse cloth,4
put down bag,wipe counter,2
pour water,put down bag,5
put down bag,put down bag,19
peel onion,put down cutting board,8
cut onion,put down cutting board,23
put down cutting board,take cup,6
open container,put down cutting board,11
put down cutting board,take container,11
put down container,put down cutting board,16
close lid,put down cutting board,5
put down aubergine,put down cutting board,1
close cupboard,open bin,83
peel onion,take spoon,13
cut onion,take spoon,7
take spoon,turn on tap,92
close lid,take spoon,11
put down aubergine,take spoon,1
peel onion,take knife,32
peel onion,peel onion,108
cut onion,peel onion,84
cut onion,cut onion,96
put down knife,take cup,7
take cup,take knife,13
cut onion,take cup,1
take cup,turn on tap,27
take cup,turn off tap,30
peel onion,take cup,1
open bin,take cup,3
close bin,take cup,2
put down aubergine,take cup,1
open container,take knife,22
cut onion,open container,9
open container,open container,13
open cupboard,turn on tap,957
open cupboard,peel onion,114
open cupboard,put down aubergine,75
put down container,turn on tap,234
put down container,turn off tap,202
close lid,put down container,6
dry hands,put down container,69
peel onion,put down container,1
open bin,put down container,6
close bin,put down container,3
close lid,turn on tap,34
peel onion,turn on tap,14
close lid,turn off tap,42
peel onion,turn off tap,21
close fridge,close lid,27
close lid,dry hands,8
close lid,peel onion,1
close bin,close lid,4
open fridge,peel onion,62
close fridge,peel onion,46
dry hands,peel onion,27
open bin,peel onion,3
close bin,peel onion,1
open drawer,put down aubergine,69
dry hands,put down aubergine,36
put down aubergine,take knife,2
take knife,turn on tap,139
open fridge,put down aubergine,4
close drawer,put down aubergine,7
close fridge,put down aubergine,4
put down aubergine,turn on tap,20
close drawer,open bag,77
open bag,turn off tap,65
dry hands,open bag,38
open bag,open cupboard,96
open bag,take plate,19
close cupboard,open bag,68
open bag,put down plate,37
open bag,take knife,13
open bag,put down bowl,18
open bag,take pan,5
open bag,put down pan,9
open bag,put down oil,9
open bag,turn on hob,12
open bag,put down knife,35
open bag,open bin,6
close bin,open bag,6
open bag,turn on tap,75
close container,open bag,5
open bag,open fridge,83
close fridge,open bag,54
open bag,take glass,10
open bag,put down glass,35
open bag,pour salt,6
open bag,put down salt,5
open bag,open drawer,103
open bag,take lid,2
adjust hob,open bag,4
open bag,put down cup,4
open bag,take bowl,14
open bag,peel onion,6
open bag,wash hands,17
open bag,open oven,16
close oven,open bag,14
